age,income,loan_amount,credit_score,employment_years,existing_debt,has_coapplicant,previous_defaults,marital_status,education_level,approved
64,47665,5221,712,6,12982,0,0,single,master,1
66,14863,16310,827,4,0,0,0,married,master,1
47,52702,11611,654,4,7931,0,0,divorced,master,1
63,8000,15589,486,1,4902,0,0,single,high_school,1
69,31812,9162,330,5,2666,1,0,single,bachelor,1
22,54098,8974,559,0,11197,0,0,married,bachelor,1
29,55800,8658,720,5,11153,0,0,married,bachelor,0
33,30419,19538,828,2,0,1,0,single,master,1
43,36748,9054,603,0,3725,0,1,single,bachelor,0
43,34311,8322,338,3,6968,0,0,married,phd,1
65,43149,4463,788,6,3089,0,0,divorced,high_school,1
38,44518,15632,841,3,9095,0,0,single,master,1
56,57032,14494,577,2,6968,1,0,single,bachelor,1
53,35696,8410,502,2,17828,1,1,divorced,bachelor,0
50,51721,6325,365,2,0,0,0,married,high_school,1
47,54126,27009,407,3,4143,0,0,married,bachelor,1
54,48569,500,567,7,0,0,0,married,master,1
40,40327,15945,521,0,9229,1,0,divorced,high_school,1
27,48252,22331,829,3,0,1,0,married,bachelor,1
22,58531,500,389,3,7424,0,0,married,high_school,0
53,60105,18353,554,4,590,0,0,married,phd,1
51,77677,10238,754,3,0,0,0,married,bachelor,1
69,27180,14048,552,3,0,0,0,single,high_school,1
48,37080,9414,556,3,1744,0,0,single,high_school,1
27,15958,20603,682,3,12592,0,0,married,bachelor,1
36,61758,14905,741,7,4824,0,0,single,high_school,1
49,38979,13054,389,2,9394,1,0,married,bachelor,1
18,48711,4809,689,2,16652,1,0,single,master,1
22,34122,27058,343,3,6846,0,0,married,master,1
62,39119,12079,318,3,1088,0,0,single,high_school,1
21,67017,30318,400,4,8271,1,0,married,phd,0
33,57496,27421,656,2,1190,0,1,married,bachelor,0
41,42993,500,841,3,1469,0,1,single,high_school,0
33,58821,6760,332,3,0,0,0,married,none,1
19,59218,3704,528,3,11484,0,0,single,high_school,0
66,37954,11614,823,2,2298,0,0,single,master,1
45,18557,13497,454,3,6275,0,0,single,high_school,1
49,28815,13839,722,1,0,0,0,single,high_school,0
44,20870,20433,545,5,8052,0,0,widowed,bachelor,1
37,65960,23949,704,4,0,0,0,single,bachelor,1
41,69086,19740,840,3,4008,0,0,married,bachelor,1
29,73555,7513,460,4,11145,1,0,single,bachelor,1
67,8648,5744,416,3,10535,0,0,married,high_school,0
52,64285,12022,570,3,4846,0,1,single,master,0
50,84819,15409,786,4,0,0,0,married,high_school,1
50,65016,10534,471,3,25950,0,0,married,bachelor,1
68,8000,1236,573,4,17221,0,0,married,bachelor,1
60,76829,17456,558,2,10059,1,0,single,high_school,1
54,45750,8861,434,5,0,0,0,married,phd,1
29,40817,8620,721,4,4205,0,0,single,bachelor,0
20,53120,11563,720,2,1196,1,0,single,high_school,1
18,26118,10081,485,3,13847,0,0,single,master,1
50,45050,9068,663,4,6838,0,0,single,bachelor,1
57,74168,1759,677,4,0,0,0,married,bachelor,1
27,56203,11102,822,4,1705,0,0,married,bachelor,1
60,46051,17624,495,5,12848,1,0,single,master,1
61,46613,14117,397,2,16201,0,0,single,high_school,0
46,23735,19585,321,3,15698,0,0,single,high_school,1
30,42300,6172,749,3,10299,1,0,married,high_school,1
29,15583,1776,471,3,3232,0,0,married,high_school,0
48,63404,10033,682,2,0,0,0,single,bachelor,1
63,8000,7086,433,3,7080,0,0,married,high_school,1
19,60388,7917,725,2,4987,0,0,married,high_school,1
68,62629,13694,324,6,5980,1,0,married,none,1
67,68738,7975,802,4,5377,1,0,married,bachelor,1
52,46563,1999,484,2,0,0,0,married,master,1
40,61499,7528,384,1,8902,0,0,married,high_school,0
34,42125,14720,443,4,9426,0,0,single,bachelor,1
43,23639,17372,711,4,9776,0,0,single,high_school,1
25,72553,17291,523,2,11626,0,0,single,bachelor,1
46,43256,15396,519,6,9228,0,0,married,none,1
43,19629,10655,478,3,2130,1,0,married,bachelor,1
27,36597,15239,732,0,4504,1,0,single,bachelor,1
43,37308,11661,564,3,5638,0,0,single,master,0
51,53311,12905,728,1,5754,0,0,married,high_school,0
68,87247,4485,715,2,11988,0,0,married,bachelor,1
58,54404,12351,752,3,9506,1,1,married,bachelor,0
24,48723,15029,496,2,19541,1,0,married,master,1
21,89204,14729,352,3,20445,1,0,married,high_school,0
67,62620,1700,779,3,5558,0,1,single,high_school,0
62,49576,12770,742,2,0,0,0,single,master,1
28,36371,500,629,5,13658,0,0,single,high_school,1
46,50692,13389,550,1,1217,0,0,married,high_school,0
53,43805,6389,422,3,0,0,0,single,high_school,1
42,46646,25645,686,3,2211,0,0,married,master,0
38,68659,12954,638,3,1873,0,0,married,none,0
53,35274,18409,647,4,9286,0,0,single,master,1
27,54244,28887,328,4,0,0,0,married,high_school,1
54,62081,5461,334,1,0,0,0,single,none,0
26,33082,15485,817,4,7402,0,0,single,high_school,1
41,30193,2513,695,2,9361,0,0,married,high_school,1
52,42294,14759,593,1,9491,0,1,single,bachelor,0
66,36691,26126,648,3,0,0,0,married,bachelor,0
52,65742,6977,446,4,0,0,0,married,bachelor,1
65,26968,4912,366,0,1454,1,1,divorced,high_school,0
53,46232,11271,819,4,6679,0,0,married,bachelor,0
35,90829,28367,421,3,15398,0,0,single,master,1
66,52435,18168,639,4,0,0,0,married,bachelor,1
56,55427,4761,474,0,3455,1,0,single,master,1
49,65892,23640,750,2,0,0,0,single,high_school,1
41,36667,500,435,6,0,0,0,single,master,1
40,25534,29092,315,4,11769,0,0,single,high_school,0
49,48177,18852,632,4,8812,1,0,married,none,1
54,49777,26108,494,2,8146,1,1,single,master,0
29,15872,500,795,1,11447,0,0,married,master,1
66,51751,13356,308,2,1642,1,0,single,bachelor,0
30,64257,10929,633,3,1972,1,1,married,high_school,1
40,28567,3944,632,2,20300,0,0,divorced,high_school,1
42,52840,1632,626,4,3274,0,0,single,high_school,1
52,61061,16057,314,3,10146,0,0,married,master,1
58,55560,16782,525,3,5045,1,0,single,high_school,1
47,57258,22400,724,1,0,0,0,single,master,1
34,40594,7973,707,3,0,1,0,married,high_school,1
66,24705,10867,412,4,947,0,0,married,bachelor,1
37,36951,940,727,3,12393,0,0,single,master,1
65,34451,24326,300,2,10518,1,1,single,high_school,1
42,43555,12556,565,2,11399,0,0,single,high_school,1
39,64679,17781,790,4,0,0,0,married,bachelor,1
30,21387,18063,507,1,16311,0,0,married,bachelor,0
36,47597,23673,668,4,0,0,0,married,bachelor,1
66,25859,5349,605,1,6490,0,1,married,bachelor,0
53,31679,17581,311,2,4928,0,0,married,high_school,0
29,55057,11800,644,1,3783,0,1,married,master,0
58,23581,28845,764,1,14370,1,0,married,high_school,0
36,58216,5325,793,2,64,1,0,married,master,1
29,20661,21371,667,4,0,0,0,married,high_school,1
26,57006,14803,719,3,5140,1,1,married,bachelor,0
24,17108,14383,470,4,2201,0,1,married,high_school,0
45,33879,12432,433,2,28642,0,0,divorced,high_school,1
31,79137,22773,726,3,9736,0,0,single,high_school,1
48,75754,14111,324,5,2135,1,0,single,bachelor,1
69,37575,500,829,5,0,1,0,divorced,bachelor,1
36,52019,21756,489,3,0,0,0,single,master,1
64,66673,20290,440,4,0,0,0,married,high_school,1
33,57263,16697,614,4,5805,0,1,single,bachelor,0
22,40078,2972,743,3,14991,0,0,single,bachelor,1
52,31525,4215,618,2,12852,0,0,single,high_school,1
29,60626,500,740,3,6604,0,0,single,high_school,1
42,65353,15683,391,3,2738,1,0,single,bachelor,1
69,75883,1204,478,5,6882,0,1,married,high_school,0
38,14630,500,355,3,1370,1,0,married,high_school,1
53,22444,22200,454,2,17029,0,0,widowed,bachelor,0
40,65915,18145,410,4,3676,0,1,single,high_school,0
33,17072,9335,436,4,4396,1,0,married,bachelor,0
56,67294,10928,531,1,0,1,0,married,master,1
62,41131,500,767,5,3632,0,0,married,bachelor,1
59,35624,19334,780,2,10855,0,0,married,bachelor,1
56,48698,6458,367,1,0,1,0,single,high_school,0
31,20783,14642,548,2,0,0,0,single,master,1
48,59832,500,622,5,10549,0,0,single,high_school,1
22,75413,19821,817,4,0,0,0,single,bachelor,1
52,60670,5977,731,5,12405,1,0,married,phd,1
40,40563,992,786,4,1275,1,0,single,bachelor,1
46,17315,9283,728,1,2280,1,0,married,bachelor,1
60,18007,7229,568,2,0,0,0,divorced,high_school,1
28,21066,20594,836,1,7646,0,0,divorced,high_school,1
35,44779,8637,447,4,22219,0,0,divorced,bachelor,0
64,47041,22901,417,2,10470,1,0,single,high_school,1
29,60632,14641,666,2,0,0,0,married,bachelor,1
26,12671,19155,365,3,12949,0,0,single,high_school,0
27,68602,11983,669,4,2783,0,0,married,master,1
61,57499,22176,474,2,14621,0,0,married,high_school,1
34,39117,2771,794,3,10647,1,1,married,bachelor,0
55,23584,12909,413,4,0,0,0,single,bachelor,1
24,67485,8829,410,2,0,1,0,married,high_school,1
63,39598,23173,738,3,11611,0,0,single,high_school,0
30,44640,23992,446,2,6062,1,0,single,high_school,0
57,51905,12003,334,5,0,1,0,married,high_school,1
59,28562,1668,608,7,565,0,1,single,high_school,1
26,39921,15417,837,4,0,1,0,widowed,high_school,1
67,60576,500,313,2,4381,0,1,single,bachelor,1
44,58754,25009,673,0,20475,1,0,married,high_school,1
19,58916,8215,727,3,10635,1,1,married,phd,0
22,24207,11755,532,3,20333,1,0,married,bachelor,0
46,40742,6552,739,2,11177,0,0,married,high_school,0
54,37865,4786,801,1,12192,0,0,divorced,bachelor,1
55,52653,17898,574,7,18819,0,0,single,master,1
36,51042,10731,375,4,7641,0,0,divorced,high_school,1
25,47798,12340,738,7,3689,1,0,single,bachelor,1
65,89383,3969,588,4,12229,1,0,single,bachelor,1
62,39765,18848,839,2,15177,1,0,single,high_school,1
18,37659,19662,552,2,1640,0,0,married,bachelor,1
39,24179,10329,425,4,0,1,0,married,high_school,0
69,17319,22143,476,2,5972,1,1,married,high_school,0
34,23034,11167,336,5,10820,1,0,married,master,1
24,32064,18238,709,4,10587,0,0,single,bachelor,1
42,68581,500,426,0,0,0,0,divorced,master,1
62,45705,14827,782,0,18381,0,0,single,bachelor,0
21,48480,9828,467,4,512,0,0,married,bachelor,1
53,43267,13244,593,2,3145,0,0,single,master,1
23,51575,12885,642,2,0,1,0,married,high_school,1
48,70237,13006,609,5,23888,0,0,single,bachelor,1
36,9109,16926,827,3,6694,0,0,single,bachelor,0
61,66930,7479,839,4,0,0,0,single,high_school,1
56,8000,16553,718,0,11047,1,1,single,bachelor,0
44,45508,21860,743,2,10384,1,0,single,high_school,1
27,84454,719,535,3,3686,1,0,single,bachelor,1
43,57252,5756,738,3,10884,0,0,married,bachelor,1
36,51715,6092,513,2,0,0,0,married,master,1
56,81035,3264,384,3,1550,1,1,married,high_school,0
20,32345,8202,384,2,0,0,0,married,bachelor,0
62,52811,20265,788,2,0,0,0,married,high_school,1
30,55406,23581,364,4,17653,0,0,married,bachelor,1
67,35597,12849,363,4,16490,0,0,married,bachelor,0
45,37186,9406,642,1,5461,1,0,single,bachelor,1
37,35212,18423,651,4,16641,0,0,married,bachelor,1
45,46572,500,457,1,3879,0,0,single,master,1
25,54840,3559,790,5,3296,0,1,married,high_school,0
58,47218,500,762,1,5396,0,0,married,high_school,1
56,57770,3474,524,4,4126,0,0,single,bachelor,1
18,9555,5864,612,3,3494,0,0,married,bachelor,1
20,41071,23821,765,2,13004,0,0,single,high_school,1
30,26578,500,387,2,6051,0,0,single,bachelor,0
45,50431,8666,602,1,9987,0,0,single,high_school,1
66,50165,16957,734,2,12220,0,0,married,high_school,1
42,42919,15286,434,1,7717,0,1,married,bachelor,0
50,54185,23694,349,3,0,0,0,married,high_school,0
55,62961,13288,731,1,0,1,0,single,high_school,1
23,43911,14994,639,1,6041,0,0,married,high_school,1
61,26069,500,646,2,3801,0,0,married,master,1
62,16537,4094,646,5,5612,0,0,single,master,0
49,45650,500,544,6,4888,1,0,married,bachelor,1
62,49354,16581,408,2,23085,0,0,single,high_school,1
64,27549,14790,832,3,0,0,0,single,master,1
38,58064,14508,389,5,0,1,0,married,bachelor,1
33,36739,4949,595,5,7327,1,0,married,master,1
38,15184,4216,411,0,2365,1,0,single,bachelor,0
28,67616,13676,476,3,7212,0,0,single,high_school,0
54,65592,6645,642,3,9087,0,1,single,bachelor,0
53,8719,3837,400,1,13989,0,0,single,high_school,1
52,34873,7933,700,1,0,1,0,single,high_school,1
36,34171,6714,327,0,1103,0,0,single,bachelor,1
37,74511,5066,836,3,8001,0,0,married,master,1
35,43213,2194,357,2,10393,1,0,single,bachelor,0
64,18074,15590,797,1,20354,1,0,married,high_school,0
58,60878,24448,596,6,11690,1,0,married,high_school,0
66,22846,11688,433,0,4602,1,0,single,high_school,1
31,40314,13779,630,1,0,1,0,single,high_school,1
32,31144,16291,548,3,1050,0,1,married,high_school,0
48,34912,14933,849,2,851,1,0,single,bachelor,1
18,61871,5225,374,2,9587,1,0,single,none,1
20,72384,25759,467,6,6799,0,0,single,phd,1
33,22061,5942,802,3,0,0,0,married,high_school,1
40,56269,17185,654,1,1949,1,0,married,master,1
28,31810,16242,524,3,11143,0,0,widowed,bachelor,0
29,32370,500,830,4,7462,1,0,married,high_school,1
27,53831,9129,445,0,8981,0,0,single,bachelor,1
49,26498,12453,540,2,7680,0,0,single,bachelor,1
33,53471,13065,643,1,16385,0,0,single,bachelor,0
25,58142,14411,334,3,6652,0,0,single,bachelor,1
55,37214,18061,300,5,2298,0,0,single,high_school,1
29,68887,11940,452,4,0,0,0,single,bachelor,1
41,22089,14837,728,2,6747,0,0,single,master,1
45,69217,11640,807,3,0,0,0,single,high_school,1
25,10008,3861,425,3,3710,0,0,single,high_school,0
45,93595,12259,790,5,3559,0,1,divorced,master,0
53,37688,17993,781,1,0,1,1,married,high_school,0
43,24078,20870,644,4,0,0,0,widowed,bachelor,1
25,40812,16299,520,0,10668,0,0,single,bachelor,0
67,26163,22675,324,2,6615,0,0,married,bachelor,0
45,51965,15351,827,2,5713,0,1,single,high_school,0
45,69618,18911,481,1,7144,0,0,single,high_school,0
54,27118,19499,798,4,5648,0,0,single,high_school,1
58,55429,10213,341,5,13700,1,0,divorced,bachelor,0
53,17411,17808,780,2,5864,1,0,widowed,bachelor,1
44,63593,4475,738,4,0,1,0,single,bachelor,1
34,52492,14798,701,4,16411,0,1,single,bachelor,0
26,64371,16616,845,2,7592,0,0,single,high_school,1
50,42798,20409,644,2,875,0,0,single,high_school,0
37,37167,18566,344,3,0,1,0,single,bachelor,1
30,59690,20513,320,3,7771,1,0,single,bachelor,0
45,21455,11205,369,3,4180,0,0,married,high_school,1
65,13629,9237,347,4,16019,0,0,single,high_school,1
46,44911,9801,790,5,2579,0,0,single,high_school,1
30,37987,14130,586,4,0,1,0,single,high_school,1
63,54969,500,309,4,11271,1,0,single,bachelor,1
52,64648,22654,841,2,11477,0,0,widowed,master,1
23,54594,12351,573,2,6181,1,0,single,master,0
35,63214,8680,680,5,9734,0,0,married,master,1
68,50779,500,628,2,4736,1,0,married,master,1
22,53903,11705,778,1,6637,1,0,divorced,bachelor,1
64,42900,10412,314,2,13155,1,0,married,high_school,0
42,53371,4824,815,4,9377,0,0,married,bachelor,1
19,48000,6616,490,2,3815,0,0,married,high_school,1
27,50853,11787,467,4,14467,0,0,single,high_school,0
47,41999,7294,820,1,0,0,0,married,high_school,1
67,59561,16575,436,3,19365,1,0,widowed,bachelor,1
62,32212,6010,453,5,0,0,0,married,high_school,1
22,44670,13237,687,4,610,0,0,divorced,high_school,1
50,68612,21440,508,1,4714,1,0,married,high_school,1
18,27923,11707,571,2,3975,0,0,married,master,0
35,8000,14848,442,2,12045,0,0,married,bachelor,0
49,51596,14341,368,7,0,0,0,married,master,1
64,40375,12064,546,2,6825,0,0,married,high_school,1
66,63196,11464,560,3,953,0,0,divorced,high_school,1
28,42651,7429,378,3,7066,1,0,married,bachelor,1
38,34122,13208,824,6,4547,0,0,married,high_school,1
43,43635,9734,629,2,5651,1,0,married,bachelor,0
42,64675,24369,488,2,1151,0,0,single,bachelor,1
39,55357,18489,394,2,1430,0,0,single,bachelor,1
44,8000,500,307,1,7011,0,0,divorced,master,1
66,48344,823,366,3,11606,0,0,married,high_school,1
30,49244,10956,795,5,812,0,0,single,high_school,1
50,44672,8838,490,4,0,0,0,single,bachelor,1
51,34004,10534,665,4,9294,0,0,married,high_school,1
58,66502,17209,820,3,4772,0,0,married,high_school,1
52,67393,14526,416,2,10813,0,0,married,high_school,1
18,8000,14445,566,4,0,0,1,married,high_school,0
38,30637,23570,784,3,0,1,1,single,high_school,0
65,42395,889,808,3,1269,1,1,single,high_school,0
23,62073,12832,597,1,0,0,0,single,bachelor,1
45,45627,7368,463,4,4448,0,0,married,bachelor,1
34,32695,23483,675,3,542,1,0,single,bachelor,0
22,57772,500,567,1,10187,0,0,married,bachelor,1
48,41196,500,848,1,2983,1,0,married,high_school,1
22,42887,14437,373,1,6053,0,0,married,high_school,1
55,44511,21010,807,2,6103,1,1,divorced,high_school,1
20,55338,18186,372,3,6365,0,0,single,master,1
40,39446,5592,607,3,4831,1,0,married,bachelor,1
54,57365,24051,498,3,8574,0,0,single,high_school,0
54,43685,2148,429,1,0,0,0,single,high_school,1
27,25794,22460,786,3,14796,0,0,single,master,1
27,44338,3206,450,2,3344,0,0,single,bachelor,0
36,26726,9185,505,1,0,1,0,married,bachelor,0
34,45738,17114,478,1,6317,0,0,married,high_school,0
38,59931,500,496,1,0,1,0,single,high_school,0
31,25675,23752,388,4,9657,0,0,single,bachelor,1
26,51557,9136,733,3,20467,1,0,married,bachelor,0
63,30077,13098,482,2,0,0,0,married,bachelor,0
18,48631,21298,508,2,7327,1,0,single,bachelor,1
68,60484,5655,792,3,0,1,0,married,bachelor,1
62,8000,20487,429,2,8177,0,0,married,bachelor,0
30,24939,25124,312,4,0,1,0,married,high_school,0
21,38358,6755,405,2,626,1,1,single,high_school,0
18,50671,22955,674,3,0,0,0,married,master,1
66,42005,500,398,5,10125,0,0,married,high_school,1
57,44174,15117,491,5,12051,0,0,married,bachelor,1
49,81774,2171,624,2,5164,1,0,married,bachelor,1
51,23176,19541,766,1,0,0,0,divorced,phd,1
45,65439,18884,666,1,16127,0,0,single,high_school,0
48,38700,28619,617,4,0,0,0,divorced,high_school,1
25,54891,23370,443,1,0,0,1,married,master,0
56,83321,10674,683,4,8209,1,0,married,bachelor,1
43,57396,3346,515,1,0,1,0,single,bachelor,1
51,51705,16525,660,5,11920,0,0,single,high_school,1
20,73784,11514,623,1,2332,0,0,married,high_school,1
67,65246,24409,314,1,9226,1,0,married,bachelor,1
29,30611,500,516,2,14811,0,0,single,master,1
18,50301,29504,791,4,0,0,0,married,master,1
61,14085,16256,846,0,1038,0,0,single,high_school,1
22,35277,5496,482,4,4470,0,0,widowed,high_school,1
47,50653,17872,569,0,15763,0,0,married,high_school,1
47,34162,22379,766,1,391,1,0,single,phd,1
34,49921,12915,818,3,838,0,0,married,bachelor,1
65,44759,500,841,1,8347,1,0,divorced,high_school,1
64,54656,9649,766,4,959,0,1,single,high_school,1
40,37364,20315,604,3,6068,0,0,married,bachelor,1
32,28077,15973,443,2,0,1,0,single,high_school,1
54,71606,10748,410,4,20500,0,1,married,master,1
38,36077,22467,531,7,0,0,1,single,bachelor,0
31,56880,17914,799,4,2748,0,0,single,high_school,1
19,70834,18531,572,4,4773,0,0,single,high_school,1
28,47928,8715,472,3,18389,1,0,single,master,0
68,29586,7941,306,3,0,0,0,married,high_school,0
56,41785,500,454,2,18886,1,0,single,high_school,1
55,63316,9925,821,2,10300,0,0,single,master,1
51,48712,19483,845,3,7920,0,0,married,bachelor,1
55,23307,10367,847,3,0,1,0,married,master,1
67,55740,15564,817,2,8998,1,0,married,high_school,1
51,58852,20890,514,3,0,0,0,divorced,high_school,1
35,38604,14983,433,3,13867,0,0,married,high_school,0
47,55984,15764,584,3,0,0,0,single,high_school,1
32,49410,1137,425,4,4208,0,0,married,bachelor,1
44,41446,9419,738,3,1113,1,0,divorced,high_school,0
68,21716,25813,451,8,0,1,0,single,bachelor,1
51,64403,12830,630,3,10189,0,0,single,high_school,0
69,58666,27174,837,2,8748,1,0,single,high_school,1
55,55510,6215,682,4,13463,0,0,single,phd,1
50,72801,13872,414,0,0,0,0,married,high_school,0
41,62013,8939,781,4,12449,0,0,married,high_school,1
32,57358,16736,583,2,22538,1,0,divorced,high_school,1
47,8000,19160,374,1,1839,1,0,married,high_school,1
59,66544,16820,465,2,18266,0,0,single,bachelor,1
68,46495,20335,488,1,3158,0,0,single,high_school,1
34,50625,11895,377,1,0,1,0,widowed,bachelor,1
22,50748,10476,320,4,2861,0,1,single,bachelor,0
46,58929,500,483,3,12337,0,0,single,bachelor,1
21,65199,17108,521,2,0,1,0,divorced,high_school,1
27,56416,13377,627,3,798,1,1,married,bachelor,1
34,53555,11457,478,3,9155,0,0,single,high_school,1
27,49167,10473,411,3,5021,0,0,married,bachelor,1
34,8000,11705,358,5,9092,0,0,widowed,bachelor,0
37,39823,10110,626,4,6665,0,0,single,high_school,1
41,28051,7776,490,1,8357,1,0,married,bachelor,0
22,66793,13917,499,2,1974,0,0,single,master,1
51,56143,15873,611,3,6622,1,0,married,bachelor,1
23,36754,5835,334,3,0,0,0,divorced,high_school,1
19,38561,8794,678,5,14019,0,0,divorced,bachelor,1
30,37908,10363,686,2,560,0,0,single,master,1
60,37587,12039,536,3,12902,1,0,single,high_school,1
60,18998,10975,818,4,3365,0,0,single,master,1
65,15097,17278,582,2,6414,0,0,married,none,0
28,45523,500,300,2,1535,0,0,single,none,0
68,64356,500,763,1,0,0,0,single,bachelor,1
64,35322,13549,529,3,0,0,0,single,bachelor,1
40,50462,7179,471,4,0,0,1,single,bachelor,0
33,58217,19074,386,6,2733,0,0,single,master,0
48,27119,21358,422,2,6483,0,0,married,high_school,1
28,44640,13870,597,5,12073,0,0,single,high_school,1
33,33003,3424,783,4,1880,0,0,single,master,1
25,73910,20437,464,7,0,0,0,married,high_school,1
21,73124,13591,682,4,0,0,0,married,bachelor,1
57,27138,500,508,3,8360,0,0,single,bachelor,1
21,51946,812,731,2,14682,1,0,single,high_school,1
42,64217,24136,688,5,13864,0,0,married,high_school,1
20,60270,22809,523,6,9970,0,0,single,bachelor,1
49,46468,500,302,2,9470,0,1,married,master,1
20,68518,1138,671,2,16883,1,0,single,bachelor,1
44,28719,21127,745,2,7325,1,0,single,bachelor,0
46,39544,11852,415,1,9523,0,0,married,bachelor,0
49,29202,17615,569,4,2755,0,0,married,high_school,1
67,59085,11504,746,5,0,0,0,divorced,high_school,1
68,34513,17236,667,5,213,1,0,single,high_school,1
36,41918,12047,552,5,4936,1,0,married,high_school,1
38,56118,8499,616,3,5425,0,0,single,high_school,1
22,57568,20470,714,5,18484,1,0,married,high_school,0
35,28672,13616,394,3,5569,1,0,married,high_school,1
45,64020,17219,323,0,13252,0,1,single,high_school,0
59,53202,13260,349,2,1954,0,1,divorced,bachelor,0
39,25529,8109,801,2,2818,0,0,married,bachelor,1
38,21101,24867,797,3,0,0,0,divorced,high_school,0
23,44715,14840,634,3,0,1,0,married,master,1
18,60302,9160,378,4,8689,0,0,single,high_school,0
22,60763,22227,326,4,5053,1,0,single,master,1
58,51411,1433,570,3,11601,1,0,single,none,1
29,45876,29890,546,2,6269,0,0,single,master,1
43,54211,10567,686,2,2533,0,0,married,none,1
63,29604,1856,660,4,20038,1,0,married,bachelor,1
51,75366,27248,787,3,4343,1,0,divorced,high_school,0
66,75131,8295,651,0,13141,1,0,single,bachelor,1
31,52719,13946,555,4,2192,0,0,married,high_school,1
43,48551,17742,521,3,9967,0,0,divorced,high_school,1
62,37594,21473,300,2,11496,0,0,married,bachelor,0
44,54517,14398,845,1,6459,1,0,single,high_school,1
26,32556,6821,745,3,0,0,0,married,master,1
43,8000,13752,378,3,5128,1,0,single,high_school,0
64,8000,8645,535,2,13613,0,0,single,bachelor,1
39,30609,13992,633,1,8692,1,0,single,bachelor,1
64,47815,25025,648,3,8121,0,0,married,high_school,1
47,50975,18047,397,5,0,0,1,married,high_school,0
60,36238,13653,381,4,0,0,0,married,bachelor,1
65,47553,17908,801,3,7880,0,0,widowed,bachelor,1
34,40064,18481,776,4,7873,0,0,single,master,1
43,27012,3377,849,6,13503,0,0,married,high_school,1
53,44033,12334,313,4,3986,0,0,married,bachelor,1
18,59633,32500,691,2,7841,0,0,single,high_school,1
25,27827,21703,646,2,5115,1,0,married,high_school,1
66,27835,7973,609,2,0,0,0,single,bachelor,1
52,25753,7174,685,2,0,0,0,married,high_school,0
69,10143,6908,508,2,8017,1,0,single,high_school,1
32,36356,18931,656,2,6218,0,0,single,high_school,1
64,57854,24861,393,2,673,1,0,married,bachelor,1
39,48130,16657,392,1,0,0,0,single,master,1
31,41953,13257,639,2,9408,0,0,single,bachelor,1
43,47323,8447,744,1,3139,0,0,single,bachelor,1
45,36198,14635,321,4,8898,0,0,single,bachelor,1
40,9938,5439,590,1,18048,0,0,married,bachelor,0
31,59107,500,784,4,0,0,0,married,high_school,0
41,64280,25095,605,2,103,0,0,married,high_school,1
19,31893,3953,427,1,3534,0,0,married,high_school,1
62,42285,9401,572,4,15184,0,0,single,high_school,0
43,40734,17251,741,4,0,0,0,single,master,1
31,51323,23476,802,4,18551,0,0,married,high_school,1
68,75418,14057,429,2,5951,0,0,married,high_school,0
24,65876,2450,431,2,4328,0,0,single,master,0
20,38216,9589,781,2,3614,0,0,single,master,1
64,54764,6572,689,2,1946,0,0,married,bachelor,1
40,67578,11694,624,2,12337,0,1,married,high_school,0
63,52350,21856,368,5,0,0,0,married,high_school,0
60,44915,500,747,1,7418,0,0,single,none,0
64,53028,8709,827,1,2311,0,0,married,high_school,1
62,32341,8128,464,5,0,0,0,single,high_school,1
35,34969,1946,787,3,23102,0,0,married,bachelor,1
55,25847,16684,725,2,7933,0,0,married,high_school,1
52,50527,680,564,4,9293,0,0,married,high_school,1
68,42635,1601,641,2,12964,0,0,single,high_school,1
32,30184,18809,577,3,0,1,0,widowed,bachelor,1
42,42045,24005,738,3,17266,1,0,married,bachelor,1
54,53460,11391,456,4,0,0,0,married,bachelor,1
45,79465,2261,721,4,0,0,0,single,high_school,1
27,63217,6356,550,2,1787,0,0,single,high_school,1
56,8000,20064,829,2,9072,1,0,divorced,high_school,1
34,49308,12932,626,1,6531,0,0,married,high_school,1
56,70728,11192,396,6,3832,1,0,married,master,0
39,20918,14504,812,4,4916,0,0,single,phd,1
43,54928,11699,515,3,0,0,0,single,bachelor,1
61,40740,24366,431,2,0,0,0,widowed,master,1
42,65705,6007,559,2,10086,0,1,married,bachelor,0
34,52277,5088,424,2,9856,0,0,single,high_school,1
30,29088,932,381,5,16091,0,0,single,phd,1
37,41385,7680,582,1,0,0,0,married,high_school,0
42,42449,3264,358,3,9850,1,0,single,bachelor,1
21,42783,13745,843,1,3014,0,0,married,high_school,0
27,65147,12168,460,1,13333,0,0,single,high_school,0
20,29833,3367,583,7,12154,0,0,married,bachelor,1
58,63055,16713,405,6,6478,1,0,single,high_school,1
62,39560,24135,404,1,2623,1,0,widowed,high_school,1
35,49023,14863,738,5,11727,0,0,single,high_school,1
64,46303,500,527,3,9528,0,0,married,high_school,0
53,44608,27897,617,2,209,0,0,single,master,0
64,44755,17975,763,3,0,0,0,married,bachelor,1
39,71232,27651,771,3,2980,0,0,widowed,high_school,1
51,60164,20726,355,4,15608,1,0,married,high_school,1
64,38471,22324,312,6,13025,0,0,married,bachelor,1
25,73490,13642,739,3,0,0,0,married,high_school,1
57,49944,9902,317,3,0,0,0,married,high_school,1
66,51437,14988,412,5,13923,1,0,divorced,high_school,1
61,29928,6330,528,0,0,0,0,widowed,master,1
36,36045,15471,470,5,8565,0,0,single,high_school,1
59,32607,500,594,2,688,0,0,widowed,high_school,1
